var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,Class
0.36004308697327225,-3.3326218635776144,-0.9049650673002405,1.392821753760291,0.41668891958423215,A,-0.0004368978466515168,-0.9618359030375254,C,D,-0.1135690963233067,0
0.051517122267639825,-2.8368092521244566,-0.9239779739998562,1.8243275981432066,-1.039463860208079,A,-0.027272543989694815,0.7119804298168086,D,E,-1.1751586015817646,0
-0.6451612585109632,-0.3829949947353468,1.2986461283535584,-0.8463302682193575,3.12017982807098,B,0.07309695314542519,2.2079889814500135,C,A,-1.8898251964883586,0
-0.9976559819098112,-1.0495260402624114,0.24618962723692106,2.870223358325091,1.433241187025432,B,-0.04817607979734867,2.0823122682996535,B,B,-3.6131857002779295,0
-0.5808856659895694,-1.8412214431327933,2.9671727602240936,1.6124355315112946,-0.9138678277641319,A,-0.2077661916977724,-1.8497465682204464,C,A,-1.0195059941599163,0
3.4118058019404787,-0.37012424812935696,0.855935435791452,0.2522517656046095,0.6089895748410459,A,0.08619771154234884,2.6684819666918496,A,E,1.3431047967102225,0
-2.132073416128521,1.9171679319759698,1.8071302872867916,-0.653147388569933,-0.9328756527370857,B,-0.14014350779806825,-1.6098812802523508,C,C,-0.01928083360823618,0
-0.02582410809412594,0.841055814213125,-1.054025534728468,0.9431012610970019,-2.826345399867489,B,0.07693142085088811,-0.6926839932732274,D,D,-0.13801953238752318,0
-1.7182548255704861,1.9583746915548383,-1.023291926519033,5.597908574857237,2.9313815842812243,B,-0.03567630031251934,1.0015480979503728,A,A,0.5394140103755165,0
-4.268215798112239,-0.3367191361741412,0.9701350310218841,-2.606459722935475,0.6777786588397011,A,-0.03095878296555912,-0.24594638115688616,C,D,1.0606271589044678,0
0.3206434517192642,-2.1095947581926477,2.0892872228705013,-1.2009112068727616,-0.27504026150972627,A,0.06299865401304473,0.04197455252960103,A,B,-1.5501953035266864,0
-2.5720624096351035,-2.486806852695296,1.453368445246649,2.405000090637179,1.987533954337148,B,0.038450351545051276,-0.3586212471489897,A,A,-0.5754597294292616,0
-1.2329222115268461,-3.3501222140603963,2.6187272939234774,1.6999959658234034,0.5428726397674162,A,0.041458587416221104,-1.7795626647448626,D,C,-1.3632776410498493,0
-1.2953198877637981,0.2806531066353528,-0.8336446796627789,-1.0624292379185158,2.346894556212178,A,-0.10677245949027309,-0.6456847425846342,C,B,2.745919707340769,0
-1.8494626854492995,0.4322373013497486,-5.116141097879998,-2.4895275326112802,-0.820969158276126,B,-0.049690272961654125,2.041887379934021,E,A,0.745420410318419,0
-2.663416043625705,-0.285831459155947,-0.3625584171041021,-1.4569399627051376,1.0016795659788502,A,0.013067973854149935,-0.47532532880590916,B,E,0.5216121378717263,0
-0.26900562610423706,-2.659287662601595,1.0207210571876,-0.0854493859614538,-3.435452611587146,A,0.060379361623752174,-0.3292459968285659,B,B,-3.1456408259285293,0
-0.6028570750715787,-3.245594775050889,0.4220817059888715,-0.6197719337486898,-1.1048947047148152,A,-0.0591833610759995,2.160990065474298,C,E,-0.7512687593215202,0
-1.0807439977709932,1.1644122003155455,0.9357838744373164,-0.2883911368847403,-0.15743414948373546,B,-0.08521953360091486,0.5553296364688596,B,D,1.7540541405334826,0
-1.170475624300985,1.3914326954142942,0.8016015993485279,-0.27250686814724445,-1.7812394538572751,B,0.02280993756283462,-1.711944102899205,D,D,2.022389199549479,0
1.943915259039819,-1.642756361680291,-0.2876316687127356,-1.9007325978677923,-2.67828580677903,B,-0.00842556845242034,-1.094395767356215,C,B,0.42328026741403013,0
-1.7918684640502474,-1.5618498348241396,-2.54106771878859,1.1841255026994737,-0.8035749658458569,B,0.04387683039626148,-0.34961003699024107,C,C,0.08374132032315162,0
2.709212619406674,-1.597684416598262,-0.16271099332435912,0.6021882205646518,-1.3825976850645938,A,-0.0810485298900811,-0.2259569371055834,C,E,4.805676857740463,0
-2.1775819507655934,-1.3740653808917098,-3.0022708723384977,0.9197285005164388,0.4677047564254426,B,-0.1079871478709852,3.8011377963606874,C,B,-0.35367658045747175,0
-0.7997206852477,-2.160736511594488,0.638862001180778,-1.9394519604385267,-0.7270740822404086,A,-0.10079852916321329,-0.2035127509497867,D,D,2.48956593625767,0
0.8458733530400155,1.1368215147381004,-0.6725010909250324,-1.8284734729908974,-2.7671815682501744,A,0.10339551594349627,0.5863469004284616,E,D,2.258806887997439,0
1.3226802645722955,-1.0051964089262928,0.6533581609415471,1.9800802411121956,0.561968808517416,A,0.07144888783529588,4.023212268361933,A,A,-0.9670273848650317,0
-3.1906226472326336,1.408735454888948,-3.6970501072113144,0.8429116527433881,0.1919223969770132,B,-0.1461883574305814,-2.100573180826779,E,B,2.061088392482298,0
1.6569375758649345,-2.8890485685522562,-0.7354297040027212,2.1095594677157266,0.20823563233605247,A,-0.1317968559292932,-0.5972543483160773,A,D,-0.32014105136805027,0
-0.5539103023812371,-3.0834823971786145,0.7346043205236422,1.1595107515494445,-1.9220235771332415,B,0.1574113104212288,-2.1843887566774995,D,B,1.4816252394137588,0
-0.33552010238458696,-0.7222445845455304,1.5861961969700187,3.280177162892437,0.4378139234518954,A,-0.16811812572289728,0.5440312081316825,C,C,-0.7029767951981121,0
-4.113341474566935,-2.2310183794777023,-0.008585044300842393,-3.0250400458795976,1.4423332307464132,B,0.045474954699874726,-2.63893930262328,D,D,0.6587875657593933,0
1.1737643572910845,-2.8718530192091607,-0.44348529031164174,-3.1984286668531214,2.88094033392381,B,-0.09043896638963447,-1.0116384183484062,B,A,-2.9870798364039066,0
-2.9786010771569127,3.599696532220702,-2.591961404655251,1.0907715862649712,2.503449087869873,B,-0.05940217903730453,-1.0593803252615863,E,B,3.7391474734074723,0
-0.5956005630159792,-1.6646822103696257,-0.6276958119830112,1.3418502054260613,0.6781312479516652,B,-0.04877638159710139,0.005894981789599907,E,A,-2.165496127903106,0
